investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV000419,15-09-2024,102887,SIP,420,Haryana,Gurugram,T30,56+,Female,27.6,Net Banking,Verified
INV002785,15-09-2024,119598,Lumpsum,5566,Delhi,Noida,T30,36-45,Male,20.2,UPI,Verified
INV002092,15-09-2024,120506,SIP,2939,Punjab,Amritsar,B30,18-25,Male,7.7,Net Banking,Verified
INV002582,15-09-2024,102886,SIP,5167,Telangana,Hyderabad,T30,26-35,Female,11.1,Cheque,Verified
INV001391,15-09-2024,102886,SIP,2335,Madhya Pradesh,Bhopal,B30,36-45,Male,18.5,UPI,Verified
INV000860,15-09-2024,125497,Lumpsum,138770,Madhya Pradesh,Bhopal,B30,36-45,Female,51.8,UPI,Verified
INV003884,15-09-2024,101206,SIP,1182,Rajasthan,Udaipur,B30,18-25,Male,6.6,Cheque,Verified
INV001393,15-09-2024,118636,SIP,11079,Punjab,Chandigarh,T30,56+,Male,67.6,UPI,Pending
INV003109,15-09-2024,120843,SIP,2078,Delhi,Gurugram,T30,26-35,Male,22.8,Cheque,Verified
INV003232,15-09-2024,120506,Lumpsum,6444,Maharashtra,Pune,T30,36-45,Female,30.9,UPI,Verified
INV003389,15-09-2024,119094,SIP,8990,Telangana,Hyderabad,T30,26-35,Male,22.3,Net Banking,Verified
INV002527,15-09-2024,125498,Lumpsum,234041,Telangana,Hyderabad,T30,18-25,Male,6.8,Cheque,Verified
INV000734,15-09-2024,102885,SIP,1964,Maharashtra,Pune,T30,26-35,Female,15.2,Mandate,Verified
INV004304,15-09-2024,101206,SIP,911,Haryana,Gurugram,T30,18-25,Male,5.5,Mandate,Verified
INV001992,15-09-2024,101208,Lumpsum,139852,Telangana,Hyderabad,T30,18-25,Male,3.3,Cheque,Verified
INV004679,15-09-2024,101208,SIP,3083,Madhya Pradesh,Indore,T30,18-25,Female,4,Net Banking,Verified
INV004078,15-09-2024,120841,Lumpsum,141442,Delhi,Noida,T30,18-25,Male,3.8,UPI,Verified
INV001353,15-09-2024,119094,SIP,26905,Punjab,Amritsar,B30,26-35,Male,6.5,Net Banking,Verified
INV001587,15-09-2024,119551,SIP,28914,Punjab,Chandigarh,T30,26-35,Male,22.3,Net Banking,Verified
INV000853,15-09-2024,125498,SIP,2858,Punjab,Chandigarh,T30,26-35,Female,8,Mandate,Verified
INV001259,15-09-2024,119095,Lumpsum,23029,Telangana,Hyderabad,T30,26-35,Female,10.6,Net Banking,Verified
INV001275,15-09-2024,119094,Lumpsum,51729,Delhi,Noida,T30,36-45,Female,37.4,UPI,Verified
INV004073,15-09-2024,149322,SIP,7662,Gujarat,Surat,T30,46-55,Female,32.6,Cheque,Verified
INV003171,15-09-2024,118633,Lumpsum,437294,Rajasthan,Jaipur,T30,36-45,Female,16.3,Cheque,Verified
INV001332,15-09-2024,102886,SIP,20253,Uttar Pradesh,Agra,B30,26-35,Female,19.9,Mandate,Verified
INV004321,15-09-2024,120844,SIP,2790,West Bengal,Kolkata,T30,26-35,Male,16,Mandate,Pending
INV000793,15-09-2024,118634,SIP,22755,West Bengal,Kolkata,T30,26-35,Female,8.4,Net Banking,Verified
INV003288,15-09-2024,120504,Redemption,436062,Punjab,Chandigarh,T30,56+,Male,57.9,Cheque,Verified
INV002267,15-09-2024,100033,SIP,15782,Haryana,Faridabad,B30,18-25,Male,4.7,UPI,Verified
INV000718,15-09-2024,119552,Lumpsum,227235,Delhi,Gurugram,T30,26-35,Male,10.8,Mandate,Verified
INV000751,15-09-2024,118634,SIP,906,Uttar Pradesh,Kanpur,B30,36-45,Male,17.7,Cheque,Verified
INV003025,15-09-2024,100025,SIP,2475,Gujarat,Surat,T30,26-35,Female,11.9,Net Banking,Verified
INV000317,15-09-2024,101206,SIP,49347,West Bengal,Kolkata,T30,36-45,Male,50.2,UPI,Verified
INV003818,15-09-2024,101208,SIP,1792,Gujarat,Surat,T30,36-45,Male,25.3,UPI,Verified
INV001348,15-09-2024,101206,Redemption,333160,Haryana,Gurugram,T30,26-35,Female,8.6,Cheque,Verified
INV001360,15-09-2024,149322,SIP,8637,Telangana,Hyderabad,T30,36-45,Female,26.8,UPI,Pending
INV003663,15-09-2024,120506,Redemption,376591,Delhi,Gurugram,T30,26-35,Female,19,UPI,Pending
INV004947,15-09-2024,119552,Lumpsum,179123,Telangana,Hyderabad,T30,26-35,Female,19.7,Net Banking,Verified
INV001835,15-09-2024,118633,SIP,829,Delhi,Noida,T30,26-35,Female,13.2,Mandate,Verified
INV004957,15-09-2024,120504,Redemption,353185,Delhi,New Delhi,T30,36-45,Male,51.2,Cheque,Verified
INV002870,15-09-2024,119093,SIP,438,Karnataka,Mysore,B30,26-35,Female,23.7,UPI,Verified
INV004523,15-09-2024,119599,SIP,6411,Haryana,Gurugram,T30,26-35,Female,13.5,Net Banking,Verified
INV003635,15-09-2024,120504,SIP,2306,West Bengal,Kolkata,T30,56+,Female,55.1,UPI,Verified
INV000138,15-09-2024,119552,Redemption,394509,Telangana,Hyderabad,T30,26-35,Male,24.7,Cheque,Verified
INV003599,15-09-2024,102886,SIP,10239,Madhya Pradesh,Indore,T30,46-55,Male,43.2,UPI,Verified
INV001810,15-09-2024,102885,Lumpsum,465049,Uttar Pradesh,Kanpur,B30,26-35,Female,10.1,Mandate,Verified
INV004644,15-09-2024,100033,SIP,5455,Maharashtra,Nashik,B30,36-45,Male,21.7,Net Banking,Verified
INV004951,15-09-2024,149322,SIP,17266,Karnataka,Mysore,B30,26-35,Female,7.5,Cheque,Verified
INV001374,15-09-2024,101208,Lumpsum,405639,Madhya Pradesh,Indore,T30,36-45,Male,14.2,UPI,Verified
INV003262,15-09-2024,118633,Redemption,210014,Telangana,Hyderabad,T30,46-55,Male,80.2,UPI,Verified
INV003870,16-09-2024,149324,Lumpsum,129008,West Bengal,Kolkata,T30,26-35,Male,15,Net Banking,Verified
INV003637,16-09-2024,148568,Lumpsum,404128,Telangana,Hyderabad,T30,36-45,Male,18.6,UPI,Verified
INV001615,16-09-2024,120842,Lumpsum,446314,Tamil Nadu,Chennai,T30,26-35,Male,15.7,Mandate,Verified
INV000262,16-09-2024,119094,SIP,6259,Telangana,Hyderabad,T30,36-45,Male,47.6,Net Banking,Verified
INV004137,16-09-2024,149322,Redemption,252908,West Bengal,Kolkata,T30,18-25,Female,6.2,Cheque,Verified
INV001987,16-09-2024,120842,SIP,50839,Tamil Nadu,Coimbatore,B30,18-25,Male,7.2,UPI,Pending
INV003265,16-09-2024,148567,Lumpsum,257301,Rajasthan,Jaipur,T30,36-45,Female,46.8,Net Banking,Verified
INV004951,16-09-2024,149324,SIP,15253,Karnataka,Mysore,B30,26-35,Female,7.5,Net Banking,Verified
INV001811,16-09-2024,100016,SIP,52959,Punjab,Amritsar,B30,18-25,Male,7.8,Net Banking,Verified
INV001008,16-09-2024,119093,SIP,921,Rajasthan,Udaipur,B30,46-55,Male,85.8,Cheque,Verified
INV003615,16-09-2024,149324,SIP,490,Rajasthan,Jaipur,T30,36-45,Male,32.6,Net Banking,Verified
INV002023,16-09-2024,101206,Redemption,35036,Madhya Pradesh,Indore,T30,36-45,Female,50.5,Net Banking,Verified
INV003408,16-09-2024,120844,SIP,8735,West Bengal,Kolkata,T30,18-25,Male,6.1,UPI,Verified
INV000112,16-09-2024,102886,SIP,8475,Tamil Nadu,Chennai,T30,26-35,Male,20.5,UPI,Verified
INV002671,16-09-2024,101206,SIP,9706,Madhya Pradesh,Indore,T30,18-25,Male,6.3,Cheque,Verified
INV003814,16-09-2024,120507,SIP,6681,Rajasthan,Udaipur,B30,36-45,Female,12.5,Mandate,Verified
INV002803,16-09-2024,118632,SIP,3193,Uttar Pradesh,Agra,B30,36-45,Male,31.9,Net Banking,Verified
INV004839,16-09-2024,119598,SIP,27959,Karnataka,Mysore,B30,26-35,Male,19.1,Cheque,Verified
INV003703,16-09-2024,148567,SIP,510,Karnataka,Bangalore,T30,36-45,Female,20.8,Mandate,Verified
INV000977,16-09-2024,118635,SIP,4609,Karnataka,Mysore,B30,56+,Male,22.5,Net Banking,Verified
INV003792,16-09-2024,100016,Redemption,205634,Maharashtra,Pune,T30,46-55,Male,17.9,Net Banking,Verified
INV001816,16-09-2024,100025,SIP,6771,Telangana,Hyderabad,T30,26-35,Male,9,Mandate,Verified
INV002506,16-09-2024,118632,SIP,2334,Karnataka,Bangalore,T30,18-25,Female,3.2,Net Banking,Verified
INV000670,16-09-2024,118634,SIP,24574,Uttar Pradesh,Kanpur,B30,26-35,Male,15.9,Mandate,Verified
INV001299,16-09-2024,120505,SIP,2204,Haryana,Faridabad,B30,26-35,Male,19.9,Net Banking,Verified
INV004568,16-09-2024,119092,Lumpsum,570402,Karnataka,Mysore,B30,18-25,Male,7.3,Cheque,Verified
INV002817,16-09-2024,125498,SIP,22956,Gujarat,Ahmedabad,T30,26-35,Male,15.8,UPI,Verified
INV002055,16-09-2024,119092,Lumpsum,399102,Punjab,Amritsar,B30,26-35,Male,18.7,Net Banking,Verified
INV004856,16-09-2024,118636,SIP,11081,Maharashtra,Mumbai,T30,36-45,Male,54.3,Net Banking,Verified
INV003901,16-09-2024,101206,Redemption,363602,Delhi,Gurugram,T30,46-55,Male,45.4,Mandate,Verified
INV004135,16-09-2024,120507,SIP,8749,Tamil Nadu,Coimbatore,B30,26-35,Female,18.7,Net Banking,Verified
INV002792,16-09-2024,118632,SIP,503,Gujarat,Surat,T30,18-25,Male,3.6,Cheque,Verified
INV004776,16-09-2024,100033,SIP,8569,Punjab,Chandigarh,T30,36-45,Male,22.9,UPI,Verified
INV004119,16-09-2024,100025,Redemption,182802,Uttar Pradesh,Kanpur,B30,26-35,Female,13,Net Banking,Verified
INV002532,16-09-2024,101206,SIP,6215,Telangana,Hyderabad,T30,56+,Female,11.7,Cheque,Verified
INV000917,16-09-2024,100033,Lumpsum,486108,Rajasthan,Udaipur,B30,18-25,Male,7.5,Mandate,Verified
INV002705,16-09-2024,119551,SIP,16420,Uttar Pradesh,Lucknow,T30,46-55,Female,90.6,Net Banking,Verified
INV003372,16-09-2024,120841,Lumpsum,132793,Karnataka,Mysore,B30,36-45,Female,38.1,Net Banking,Verified
INV003372,16-09-2024,149322,Redemption,411798,Karnataka,Mysore,B30,36-45,Female,38.1,UPI,Verified
INV002552,16-09-2024,119094,SIP,21948,Delhi,Gurugram,T30,36-45,Male,24.4,Cheque,Verified
INV000128,16-09-2024,102886,SIP,985,Rajasthan,Jaipur,T30,36-45,Female,50.9,Mandate,Verified
INV004258,16-09-2024,101208,SIP,3169,Gujarat,Ahmedabad,T30,36-45,Male,56.6,Net Banking,Pending
INV003271,16-09-2024,101208,Lumpsum,280802,West Bengal,Kolkata,T30,18-25,Male,4.8,UPI,Verified
INV000709,16-09-2024,120505,Redemption,173025,Telangana,Hyderabad,T30,26-35,Female,13.6,Net Banking,Verified
INV003554,16-09-2024,118636,Lumpsum,527519,Rajasthan,Jaipur,T30,26-35,Female,15.6,Net Banking,Pending
INV003731,16-09-2024,118635,Lumpsum,359805,Tamil Nadu,Coimbatore,B30,26-35,Female,9.9,Mandate,Verified
INV004971,16-09-2024,119552,SIP,482,Telangana,Hyderabad,T30,26-35,Male,21.3,Net Banking,Verified
INV001612,16-09-2024,149322,Lumpsum,332209,Haryana,Gurugram,T30,26-35,Female,12,Mandate,Verified
INV003455,16-09-2024,125498,SIP,20022,Tamil Nadu,Coimbatore,B30,46-55,Male,40.2,Cheque,Verified
INV001688,16-09-2024,120842,Redemption,87996,Gujarat,Ahmedabad,T30,26-35,Male,7.7,Cheque,Verified
INV003367,16-09-2024,120506,Lumpsum,282663,Haryana,Gurugram,T30,46-55,Male,42,UPI,Verified
INV003507,16-09-2024,120842,SIP,549,Karnataka,Bangalore,T30,26-35,Female,22.5,Mandate,Verified
INV002896,16-09-2024,125498,SIP,2977,Maharashtra,Nashik,B30,26-35,Male,21.5,Net Banking,Pending
INV001549,16-09-2024,102885,SIP,6159,Haryana,Gurugram,T30,36-45,Male,19.5,Net Banking,Verified
INV002701,16-09-2024,102887,SIP,1163,Rajasthan,Jaipur,T30,26-35,Male,11.6,Mandate,Verified
INV001567,17-09-2024,120844,SIP,5284,West Bengal,Kolkata,T30,36-45,Male,12.2,UPI,Verified
INV003210,17-09-2024,119552,SIP,6133,Haryana,Faridabad,B30,36-45,Female,23.1,Mandate,Verified
INV001078,17-09-2024,149324,Redemption,385272,Punjab,Chandigarh,T30,46-55,Female,99.2,Net Banking,Verified
INV002284,17-09-2024,100025,Lumpsum,221173,Karnataka,Bangalore,T30,36-45,Male,55.3,UPI,Verified
INV001349,17-09-2024,118636,Lumpsum,378938,Haryana,Gurugram,T30,18-25,Female,5.3,UPI,Verified
INV004794,17-09-2024,102885,SIP,59321,Rajasthan,Udaipur,B30,36-45,Female,46,Cheque,Verified
INV004108,17-09-2024,148568,SIP,13974,Madhya Pradesh,Indore,T30,36-45,Female,22.5,Cheque,Verified
INV003005,17-09-2024,118632,SIP,51847,Punjab,Amritsar,B30,26-35,Male,24.5,Net Banking,Verified
INV004259,17-09-2024,120506,SIP,23128,Tamil Nadu,Chennai,T30,26-35,Female,24.3,Mandate,Verified
INV001359,17-09-2024,148569,Redemption,220103,Haryana,Gurugram,T30,36-45,Female,41.8,Cheque,Verified
INV004668,17-09-2024,102886,SIP,494,Gujarat,Ahmedabad,T30,26-35,Male,6.4,Mandate,Verified
INV002849,17-09-2024,119095,SIP,7046,Madhya Pradesh,Indore,T30,26-35,Male,21.3,Mandate,Verified
INV002073,17-09-2024,120842,SIP,9508,Uttar Pradesh,Kanpur,B30,56+,Male,73.1,Cheque,Verified
INV003727,17-09-2024,120842,Redemption,143124,Gujarat,Surat,T30,18-25,Female,7.2,UPI,Pending
INV001545,17-09-2024,119094,Lumpsum,159017,Madhya Pradesh,Bhopal,B30,26-35,Male,11.5,UPI,Verified
INV000509,17-09-2024,120844,SIP,14287,Madhya Pradesh,Bhopal,B30,56+,Male,26.5,UPI,Verified
INV001440,17-09-2024,100025,SIP,6296,West Bengal,Kolkata,T30,26-35,Male,11.3,Net Banking,Verified
INV004341,17-09-2024,120841,SIP,918,Tamil Nadu,Coimbatore,B30,18-25,Male,7.5,Cheque,Verified
INV002228,17-09-2024,100025,SIP,6755,Uttar Pradesh,Kanpur,B30,18-25,Male,7.7,UPI,Verified
INV003046,17-09-2024,119551,Lumpsum,302998,West Bengal,Kolkata,T30,36-45,Male,12.4,Net Banking,Verified
INV000682,17-09-2024,148567,Redemption,390422,Delhi,New Delhi,T30,56+,Female,69.2,UPI,Verified
INV000503,17-09-2024,119120,Lumpsum,533080,Madhya Pradesh,Bhopal,B30,26-35,Female,22.2,Cheque,Verified
INV000577,17-09-2024,119095,SIP,10992,Delhi,Noida,T30,36-45,Male,20.4,Net Banking,Verified
INV003671,17-09-2024,102886,Lumpsum,281211,Haryana,Gurugram,T30,36-45,Female,22.9,Mandate,Verified
INV003167,17-09-2024,102887,SIP,854,Telangana,Hyderabad,T30,26-35,Male,19.8,Net Banking,Verified
INV001666,17-09-2024,120841,SIP,8661,Madhya Pradesh,Bhopal,B30,36-45,Male,58.1,Mandate,Verified
INV000566,17-09-2024,118636,SIP,2858,Uttar Pradesh,Agra,B30,36-45,Male,18.2,Mandate,Verified
INV003270,17-09-2024,120844,Redemption,258962,Karnataka,Bangalore,T30,56+,Male,43.3,Mandate,Verified
INV004226,17-09-2024,101207,SIP,515,Punjab,Chandigarh,T30,18-25,Male,3.9,Cheque,Verified
INV002950,17-09-2024,120507,SIP,984,Madhya Pradesh,Indore,T30,46-55,Female,37.4,Cheque,Verified
INV001917,17-09-2024,118632,SIP,11917,Telangana,Hyderabad,T30,26-35,Male,22.9,UPI,Verified
INV001662,17-09-2024,102886,Redemption,465303,Delhi,Gurugram,T30,36-45,Male,45.6,Mandate,Verified
INV003517,17-09-2024,102885,Lumpsum,367470,Gujarat,Ahmedabad,T30,26-35,Male,16.6,Cheque,Verified
INV001030,17-09-2024,118634,Lumpsum,26006,Maharashtra,Mumbai,T30,26-35,Female,22.8,Cheque,Pending
INV004927,17-09-2024,148568,SIP,5420,Maharashtra,Nashik,B30,26-35,Male,19.5,UPI,Verified
INV004380,17-09-2024,102887,SIP,428,Gujarat,Surat,T30,36-45,Male,16.6,Cheque,Verified
INV004725,17-09-2024,119093,SIP,9502,Gujarat,Ahmedabad,T30,18-25,Male,4.7,Net Banking,Verified
INV002594,17-09-2024,118632,SIP,58150,Haryana,Gurugram,T30,26-35,Male,23.7,UPI,Verified
INV003672,17-09-2024,118636,SIP,3135,Uttar Pradesh,Agra,B30,36-45,Male,32.5,UPI,Verified
INV000827,17-09-2024,120505,Redemption,265132,Maharashtra,Pune,T30,36-45,Male,28.8,Net Banking,Verified
INV004468,17-09-2024,102887,SIP,16503,Telangana,Hyderabad,T30,46-55,Female,20.8,Net Banking,Verified
INV004974,17-09-2024,148568,SIP,7133,Gujarat,Ahmedabad,T30,56+,Female,62.6,Mandate,Verified
INV003747,17-09-2024,119120,Lumpsum,379002,Madhya Pradesh,Indore,T30,26-35,Female,21.7,Cheque,Verified
INV000449,17-09-2024,120506,SIP,8539,Haryana,Faridabad,B30,18-25,Male,6.8,Cheque,Verified
INV001485,17-09-2024,120841,SIP,414,Rajasthan,Jaipur,T30,56+,Female,24.4,Cheque,Verified
INV004076,17-09-2024,120507,SIP,2957,Madhya Pradesh,Indore,T30,26-35,Male,15.7,Mandate,Verified
INV003062,17-09-2024,120503,SIP,4971,Haryana,Faridabad,B30,46-55,Male,96.3,Mandate,Verified
INV004974,17-09-2024,118636,Lumpsum,216017,Gujarat,Ahmedabad,T30,56+,Female,62.6,UPI,Verified
INV001883,17-09-2024,100025,SIP,2333,Maharashtra,Pune,T30,46-55,Male,69.3,Cheque,Pending
INV004147,17-09-2024,119092,SIP,3071,Madhya Pradesh,Bhopal,B30,26-35,Female,10.1,Mandate,Verified
INV002779,17-09-2024,120503,SIP,2793,Uttar Pradesh,Lucknow,T30,26-35,Male,10.4,UPI,Verified
INV002017,17-09-2024,119095,SIP,2198,Karnataka,Mysore,B30,26-35,Female,15,UPI,Verified
INV004920,17-09-2024,120507,SIP,428,Rajasthan,Jaipur,T30,56+,Male,16.3,Mandate,Verified
INV002627,17-09-2024,120504,SIP,2767,West Bengal,Kolkata,T30,26-35,Male,19,UPI,Verified
INV000929,17-09-2024,148567,SIP,51837,West Bengal,Kolkata,T30,36-45,Female,27.7,Mandate,Verified
INV004063,17-09-2024,148567,SIP,586,Haryana,Gurugram,T30,36-45,Male,19.3,Net Banking,Verified
INV001429,17-09-2024,100033,SIP,2146,Uttar Pradesh,Kanpur,B30,36-45,Male,33.5,Mandate,Verified
INV000262,17-09-2024,148567,SIP,1030,Telangana,Hyderabad,T30,36-45,Male,47.6,Net Banking,Verified
INV000547,17-09-2024,120507,Lumpsum,175015,West Bengal,Kolkata,T30,26-35,Male,16.6,UPI,Verified
INV002450,17-09-2024,101208,Redemption,220561,West Bengal,Kolkata,T30,36-45,Female,14.5,Net Banking,Verified
INV003606,17-09-2024,120503,Redemption,434196,Maharashtra,Pune,T30,36-45,Male,23.6,UPI,Verified
INV001228,18-09-2024,148569,SIP,11628,Karnataka,Bangalore,T30,36-45,Female,29.8,Net Banking,Verified
INV001242,18-09-2024,100016,SIP,8356,Tamil Nadu,Chennai,T30,36-45,Male,57.8,Mandate,Verified
INV001998,18-09-2024,119552,Redemption,123377,Haryana,Faridabad,B30,26-35,Male,19.2,Cheque,Verified
INV003783,18-09-2024,120844,Redemption,236721,Madhya Pradesh,Indore,T30,18-25,Male,3.5,Net Banking,Verified
INV004223,18-09-2024,118636,Lumpsum,309143,Uttar Pradesh,Agra,B30,36-45,Female,49.3,Cheque,Verified
INV002003,18-09-2024,100025,Redemption,313835,Delhi,New Delhi,T30,26-35,Female,20.1,Cheque,Verified
INV003296,18-09-2024,119551,SIP,3247,Haryana,Gurugram,T30,26-35,Female,11.3,Mandate,Verified
INV000270,18-09-2024,149324,Lumpsum,28128,Maharashtra,Mumbai,T30,18-25,Male,7.6,Cheque,Verified
INV000913,18-09-2024,102885,Lumpsum,412199,Gujarat,Ahmedabad,T30,26-35,Female,22.5,Net Banking,Verified
INV004767,18-09-2024,119120,SIP,11461,Uttar Pradesh,Kanpur,B30,26-35,Female,12.7,UPI,Verified
INV000853,18-09-2024,101207,SIP,21645,Punjab,Chandigarh,T30,26-35,Female,8,UPI,Verified
INV000328,18-09-2024,100033,SIP,11841,Madhya Pradesh,Bhopal,B30,26-35,Male,19.6,Cheque,Verified
INV003240,18-09-2024,120504,SIP,1153,Haryana,Gurugram,T30,26-35,Male,21.7,Net Banking,Verified
INV002953,18-09-2024,101208,Lumpsum,218394,Tamil Nadu,Coimbatore,B30,46-55,Male,62.4,Cheque,Pending
INV004756,18-09-2024,100033,Redemption,153762,Gujarat,Surat,T30,46-55,Male,41.1,UPI,Verified
INV000294,18-09-2024,118634,SIP,6230,Maharashtra,Nashik,B30,36-45,Female,30.8,UPI,Verified
INV001250,18-09-2024,125498,Lumpsum,158961,Rajasthan,Udaipur,B30,26-35,Male,25,Mandate,Verified
INV003799,18-09-2024,119093,Redemption,287328,Punjab,Amritsar,B30,18-25,Male,5.6,Mandate,Verified
INV003209,18-09-2024,119599,Lumpsum,87243,Delhi,Gurugram,T30,46-55,Male,76,Net Banking,Verified
INV001853,18-09-2024,120842,Redemption,65333,Delhi,Noida,T30,18-25,Male,6.1,Cheque,Verified
INV001227,18-09-2024,125498,Lumpsum,160075,Tamil Nadu,Coimbatore,B30,36-45,Male,58.3,Net Banking,Verified
INV003142,18-09-2024,119093,SIP,46246,West Bengal,Kolkata,T30,26-35,Male,12.5,Cheque,Verified
INV001896,18-09-2024,120505,SIP,4382,Tamil Nadu,Chennai,T30,36-45,Male,37.1,Mandate,Pending
INV002013,18-09-2024,120841,Redemption,289273,Rajasthan,Jaipur,T30,46-55,Male,30.2,Mandate,Pending
INV003766,18-09-2024,101207,Redemption,252445,West Bengal,Kolkata,T30,36-45,Male,52.3,Cheque,Verified
INV001972,18-09-2024,102885,SIP,56731,Uttar Pradesh,Kanpur,B30,18-25,Male,4.6,Cheque,Verified
INV000948,18-09-2024,102885,SIP,12588,Tamil Nadu,Chennai,T30,46-55,Male,94.7,Mandate,Verified
INV000736,18-09-2024,100033,SIP,419,Haryana,Faridabad,B30,36-45,Female,39.4,Net Banking,Verified
INV002688,18-09-2024,100025,SIP,6838,Uttar Pradesh,Lucknow,T30,26-35,Male,23.5,Net Banking,Verified
INV003432,18-09-2024,102885,SIP,10281,Uttar Pradesh,Agra,B30,56+,Female,11.2,Cheque,Verified
INV004568,18-09-2024,148567,SIP,59904,Karnataka,Mysore,B30,18-25,Male,7.3,Mandate,Verified
INV001166,18-09-2024,149324,Lumpsum,256258,Punjab,Chandigarh,T30,26-35,Male,21.4,Mandate,Verified
INV002864,18-09-2024,120841,Lumpsum,424013,Madhya Pradesh,Bhopal,B30,26-35,Male,6.8,Net Banking,Verified
INV004534,18-09-2024,119092,SIP,2266,Maharashtra,Nashik,B30,26-35,Male,8.8,Mandate,Verified
INV000700,18-09-2024,102887,SIP,14192,Gujarat,Ahmedabad,T30,56+,Female,71.3,Cheque,Verified
INV000699,18-09-2024,118635,SIP,2734,Rajasthan,Jaipur,T30,18-25,Male,7.7,Net Banking,Verified
INV004344,18-09-2024,118633,Lumpsum,227650,Haryana,Faridabad,B30,26-35,Male,13.5,Cheque,Verified
INV004348,18-09-2024,118634,Lumpsum,76035,Delhi,New Delhi,T30,26-35,Female,13.4,Cheque,Verified
INV004508,18-09-2024,120505,SIP,520,Punjab,Amritsar,B30,36-45,Female,36.5,Mandate,Verified
INV000689,18-09-2024,101208,Redemption,269110,Tamil Nadu,Chennai,T30,26-35,Female,19.8,UPI,Verified
INV002702,18-09-2024,125498,SIP,28679,Punjab,Chandigarh,T30,36-45,Male,25.4,Net Banking,Verified
INV002704,18-09-2024,120505,SIP,24558,Delhi,Noida,T30,36-45,Female,47.8,Cheque,Verified
INV004374,18-09-2024,149322,SIP,24576,Maharashtra,Nashik,B30,36-45,Female,16.5,Mandate,Verified
INV001522,18-09-2024,120842,Lumpsum,453593,Tamil Nadu,Chennai,T30,36-45,Female,59.4,Net Banking,Verified
INV002600,18-09-2024,120503,Lumpsum,355467,Madhya Pradesh,Bhopal,B30,36-45,Female,54.1,Mandate,Verified
INV004443,18-09-2024,118632,Redemption,302770,Maharashtra,Nashik,B30,26-35,Female,13,Cheque,Pending
INV003605,18-09-2024,119094,SIP,570,Gujarat,Ahmedabad,T30,36-45,Male,15.5,Cheque,Verified
INV001060,18-09-2024,120842,SIP,29645,Telangana,Hyderabad,T30,36-45,Male,29,Cheque,Pending
INV002401,18-09-2024,125498,SIP,2264,West Bengal,Kolkata,T30,26-35,Male,20.9,Net Banking,Verified
INV004996,18-09-2024,149324,SIP,1014,Delhi,New Delhi,T30,46-55,Male,87.8,UPI,Verified
INV003593,18-09-2024,120844,SIP,5891,Karnataka,Bangalore,T30,26-35,Female,21.6,Mandate,Verified
INV000625,18-09-2024,120841,Lumpsum,280469,Rajasthan,Jaipur,T30,46-55,Female,19.7,Mandate,Verified
INV002234,18-09-2024,119552,SIP,22980,Rajasthan,Jaipur,T30,26-35,Male,24.5,Mandate,Verified
INV004611,18-09-2024,118635,SIP,10676,Madhya Pradesh,Bhopal,B30,18-25,Female,6.1,UPI,Verified
INV002591,18-09-2024,119093,Redemption,305879,Gujarat,Ahmedabad,T30,18-25,Male,3.7,Mandate,Verified
INV001805,18-09-2024,125498,Lumpsum,273732,Gujarat,Ahmedabad,T30,36-45,Male,44.9,UPI,Verified
INV001206,18-09-2024,118636,Lumpsum,75663,Delhi,Noida,T30,26-35,Male,11.7,Mandate,Verified
INV000959,18-09-2024,120503,Lumpsum,169444,Haryana,Faridabad,B30,46-55,Male,33.9,Cheque,Verified
INV000958,18-09-2024,120503,Lumpsum,109323,Delhi,Gurugram,T30,56+,Male,74.6,Cheque,Verified
INV000135,18-09-2024,125497,SIP,2572,Punjab,Amritsar,B30,18-25,Male,5.7,UPI,Verified
INV003119,18-09-2024,119120,Lumpsum,475735,Karnataka,Bangalore,T30,18-25,Female,4.6,UPI,Verified
INV002637,18-09-2024,119551,SIP,7383,Telangana,Hyderabad,T30,26-35,Male,14.4,Mandate,Verified
INV003436,19-09-2024,102887,SIP,8467,Maharashtra,Mumbai,T30,36-45,Female,54.4,UPI,Verified
INV002083,19-09-2024,120842,SIP,41725,Gujarat,Surat,T30,26-35,Male,21.2,Net Banking,Verified
INV002497,19-09-2024,119095,SIP,14984,Telangana,Hyderabad,T30,26-35,Female,13,Cheque,Verified
INV000486,19-09-2024,118636,Lumpsum,511192,Madhya Pradesh,Indore,T30,26-35,Female,12.6,Cheque,Verified
INV003054,19-09-2024,101208,SIP,6110,Telangana,Hyderabad,T30,56+,Female,77.1,Mandate,Verified
INV000776,19-09-2024,120507,SIP,10723,Rajasthan,Jaipur,T30,26-35,Male,12.4,Net Banking,Verified
INV004850,19-09-2024,119092,SIP,41988,Madhya Pradesh,Bhopal,B30,56+,Male,34.8,Mandate,Verified
INV004763,19-09-2024,118632,SIP,13601,Karnataka,Bangalore,T30,46-55,Female,19.6,Cheque,Verified
INV002083,19-09-2024,118636,SIP,8986,Gujarat,Surat,T30,26-35,Male,21.2,Mandate,Verified
INV000260,19-09-2024,102886,SIP,2754,Delhi,Gurugram,T30,18-25,Male,4.1,Mandate,Verified
INV001212,19-09-2024,102886,Lumpsum,229505,Uttar Pradesh,Lucknow,T30,36-45,Male,40.3,Mandate,Verified
